 ,Label,Area,X,Y,Slice
1,MASK_c1.avi:0.04 s,168222,719.4568,555.8622,1
2,MASK_c1.avi:0.08 s,168222,719.4568,555.8622,2
3,MASK_c1.avi:0.12 s,168222,719.4568,555.8622,3
4,MASK_c1.avi:0.16 s,168222,719.4568,555.8622,4
5,MASK_c1.avi:0.20 s,168134,719.4599,555.8639,5
6,MASK_c1.avi:0.24 s,168134,719.4599,555.8639,6
7,MASK_c1.avi:0.28 s,168134,719.4599,555.8639,7
8,MASK_c1.avi:0.32 s,168125,719.4368,555.8662,8
9,MASK_c1.avi:0.36 s,168125,719.4368,555.8662,9
10,MASK_c1.avi:0.40 s,168125,719.4368,555.8662,10
11,MASK_c1.avi:0.44 s,168125,719.4368,555.8662,11
12,MASK_c1.avi:0.48 s,168183,719.4140,555.8513,12
13,MASK_c1.avi:0.52 s,168183,719.4140,555.8513,13
14,MASK_c1.avi:0.56 s,168183,719.4140,555.8513,14
15,MASK_c1.avi:0.60 s,168183,719.4140,555.8513,15
16,MASK_c1.avi:0.64 s,168183,719.4140,555.8513,16
17,MASK_c1.avi:0.68 s,168178,719.3985,555.8512,17
18,MASK_c1.avi:0.72 s,168178,719.3985,555.8512,18
19,MASK_c1.avi:0.76 s,168178,719.3985,555.8512,19
20,MASK_c1.avi:0.80 s,168178,719.3985,555.8512,20
21,MASK_c1.avi:0.84 s,168126,719.3806,555.8252,21
22,MASK_c1.avi:0.88 s,168126,719.3806,555.8252,22
23,MASK_c1.avi:0.92 s,168126,719.3806,555.8252,23
24,MASK_c1.avi:0.96 s,168217,719.3819,555.8974,24
25,MASK_c1.avi:1.00 s,168217,719.3819,555.8974,25
26,MASK_c1.avi:1.04 s,168217,719.3819,555.8974,26
27,MASK_c1.avi:1.08 s,168217,719.3819,555.8974,27
28,MASK_c1.avi:1.12 s,168138,719.4010,555.9352,28
29,MASK_c1.avi:1.16 s,168138,719.4010,555.9352,29
30,MASK_c1.avi:1.20 s,168138,719.4010,555.9352,30
31,MASK_c1.avi:1.24 s,168138,719.4010,555.9352,31
32,MASK_c1.avi:1.28 s,168117,719.3783,555.9051,32
33,MASK_c1.avi:1.32 s,168117,719.3783,555.9051,33
34,MASK_c1.avi:1.36 s,168117,719.3783,555.9051,34
35,MASK_c1.avi:1.40 s,168117,719.3783,555.9051,35
36,MASK_c1.avi:1.44 s,168117,719.3783,555.9051,36
37,MASK_c1.avi:1.48 s,168177,719.3696,555.9275,37
38,MASK_c1.avi:1.52 s,168177,719.3696,555.9275,38
39,MASK_c1.avi:1.56 s,168177,719.3696,555.9275,39
40,MASK_c1.avi:1.60 s,168177,719.3696,555.9275,40
41,MASK_c1.avi:1.64 s,168196,719.4137,555.9885,41
42,MASK_c1.avi:1.68 s,168196,719.4137,555.9885,42
43,MASK_c1.avi:1.72 s,168196,719.4137,555.9885,43
44,MASK_c1.avi:1.76 s,168196,719.4137,555.9885,44
45,MASK_c1.avi:1.80 s,168168,719.3591,555.9533,45
46,MASK_c1.avi:1.84 s,168168,719.3591,555.9533,46
47,MASK_c1.avi:1.88 s,168168,719.3591,555.9533,47
48,MASK_c1.avi:1.92 s,168148,719.3577,555.9607,48
49,MASK_c1.avi:1.96 s,168148,719.3577,555.9607,49
50,MASK_c1.avi:2.00 s,168148,719.3577,555.9607,50
51,MASK_c1.avi:2.04 s,168148,719.3577,555.9607,51
52,MASK_c1.avi:2.08 s,168120,719.4116,555.9160,52
53,MASK_c1.avi:2.12 s,168120,719.4116,555.9160,53
54,MASK_c1.avi:2.16 s,168120,719.4116,555.9160,54
55,MASK_c1.avi:2.20 s,168120,719.4116,555.9160,55
56,MASK_c1.avi:2.24 s,168120,719.4116,555.9160,56
57,MASK_c1.avi:2.28 s,168074,719.4146,555.8877,57
58,MASK_c1.avi:2.32 s,168074,719.4146,555.8877,58
59,MASK_c1.avi:2.36 s,168074,719.4146,555.8877,59
60,MASK_c1.avi:2.40 s,168074,719.4146,555.8877,60
61,MASK_c1.avi:2.44 s,168088,719.4800,555.8414,61
62,MASK_c1.avi:2.48 s,168088,719.4800,555.8414,62
63,MASK_c1.avi:2.52 s,168088,719.4800,555.8414,63
64,MASK_c1.avi:2.56 s,168088,719.4800,555.8414,64
65,MASK_c1.avi:2.60 s,168088,719.4800,555.8414,65
66,MASK_c1.avi:2.64 s,168110,719.4539,555.8591,66
67,MASK_c1.avi:2.68 s,168110,719.4539,555.8591,67
68,MASK_c1.avi:2.72 s,168110,719.4539,555.8591,68
69,MASK_c1.avi:2.76 s,168154,719.4745,555.9128,69
70,MASK_c1.avi:2.80 s,168154,719.4745,555.9128,70
71,MASK_c1.avi:2.84 s,168154,719.4745,555.9128,71
72,MASK_c1.avi:2.88 s,168154,719.4745,555.9128,72
73,MASK_c1.avi:2.92 s,168204,719.4644,555.8774,73
74,MASK_c1.avi:2.96 s,168204,719.4644,555.8774,74
75,MASK_c1.avi:3.00 s,168204,719.4644,555.8774,75
76,MASK_c1.avi:3.04 s,168204,719.4644,555.8774,76
77,MASK_c1.avi:3.08 s,168195,719.4268,555.9353,77
78,MASK_c1.avi:3.12 s,168195,719.4268,555.9353,78
79,MASK_c1.avi:3.16 s,168195,719.4268,555.9353,79
80,MASK_c1.avi:3.20 s,168195,719.4268,555.9353,80
81,MASK_c1.avi:3.24 s,168241,719.4224,555.9472,81
82,MASK_c1.avi:3.28 s,168241,719.4224,555.9472,82
83,MASK_c1.avi:3.32 s,168241,719.4224,555.9472,83
84,MASK_c1.avi:3.36 s,168199,719.4045,556.0239,84
85,MASK_c1.avi:3.40 s,168199,719.4045,556.0239,85
86,MASK_c1.avi:3.44 s,168199,719.4045,556.0239,86
87,MASK_c1.avi:3.48 s,168199,719.4045,556.0239,87
88,MASK_c1.avi:3.52 s,168220,719.3633,555.9978,88
89,MASK_c1.avi:3.56 s,168220,719.3633,555.9978,89
90,MASK_c1.avi:3.60 s,168220,719.3633,555.9978,90
91,MASK_c1.avi:3.64 s,168220,719.3633,555.9978,91
92,MASK_c1.avi:3.68 s,168220,719.3633,555.9978,92
93,MASK_c1.avi:3.72 s,168126,719.2885,556.0030,93
94,MASK_c1.avi:3.76 s,168126,719.2885,556.0030,94
95,MASK_c1.avi:3.80 s,168126,719.2885,556.0030,95
96,MASK_c1.avi:3.84 s,168126,719.2885,556.0030,96
97,MASK_c1.avi:3.88 s,168117,719.2964,555.9357,97
98,MASK_c1.avi:3.92 s,168117,719.2964,555.9357,98
99,MASK_c1.avi:3.96 s,168117,719.2964,555.9357,99
100,MASK_c1.avi:4.00 s,168117,719.2964,555.9357,100
101,MASK_c1.avi:4.04 s,168115,719.3159,555.8909,101
102,MASK_c1.avi:4.08 s,168115,719.3159,555.8909,102
103,MASK_c1.avi:4.12 s,168115,719.3159,555.8909,103
